name,value,posX,posY,posX2,posY2,posX3,posY3,
,5,816.0,521.0,266.65488,1034.2194,266.65488,1034.2194,
,25,682.26416,1016.46173,682.26416,1016.46173,682.26416,1016.46173,
,1,866.1423,892.98004,866.1423,892.98004,866.1423,892.98004,
,4,486.0,986.0,556.0127,975.1897,556.0127,975.1897,
,29,160.0412,914.83075,1284.0,773.0,1284.0,773.0,
,50,158.0,1013.0,63.44653,1006.6974,63.44653,1006.6974,
,25,549.15625,978.59143,549.15625,978.59143,549.15625,978.59143,
,8,675.0,950.0,555.81146,922.80035,555.81146,922.80035,
,22,220.18753,1046.2178,220.18753,1046.2178,220.18753,1046.2178,
,22,235.45992,993.4411,235.45992,993.4411,235.45992,993.4411,
,8,873.3035,926.8989,873.3035,926.8989,873.3035,926.8989,
,2,680.40875,916.10803,680.40875,916.10803,680.40875,916.10803,
,25,682.26416,1016.46173,682.26416,1016.46173,682.26416,1016.46173,
,1,866.1423,892.98004,866.1423,892.98004,866.1423,892.98004,
,0.0,,,,,,,
,14,203.0,541.0,203.0,541.0,203.0,541.0,
,16,213.0,481.0,217.0,491.0,217.0,491.0,
,45,471.0,494.0,471.0,494.0,471.0,494.0,
,54,477.0,432.0,477.0,432.0,477.0,432.0,
,43,399.0,488.0,490.0,970.0,490.0,970.0,
,5,816.0,521.0,266.65488,1034.2194,266.65488,1034.2194,
